ID,User Story,Output
362,"Rename ""Simple"" Page to ""Smart"" Page","Gherkin:

Feature: Rename Simple Page to Smart Page

Scenario: Update page name in V2 Index List

Given the user is on the V2 Index List page
And the user sees the ""Add a Page"" option
When the user selects the ""Add a Page"" option
And the page name is displayed as ""Simple Page""
Then the page name should be updated to ""Smart Page""

Python:

from behave import given, when, then

@given('the user is on the V2 Index List page')
def step_given_user_on_v2_index_list_page(context):
    pass

@given('the user sees the ""Add a Page"" option')
def step_given_user_sees_add_page_option(context):
    pass

@when('the user selects the ""Add a Page"" option')
def step_when_user_selects_add_page_option(context):
    pass

@when('the page name is displayed as ""Simple Page""')
def step_when_page_name_displayed_as_simple(context):
    pass

@then('the page name should be updated to ""Smart Page""')
def step_then_page_name_updated_to_smart(context):
    pass"
74,"As a User, I want MCP Setting for Kanban Sort Options Updates","Feature: Manage Kanban Sort Options in Development Settings

Scenario: Add Kanban Sort Options under Development Use Only section

Given the user is on the Development Use Only settings page
And the user can see the Databases - Single User Record Edit Restriction setting
When the user adds a new setting for Kanban Sort Options
And specifies it as Location wise
Then the Kanban Sort Options setting should appear under the Development Use Only section

Python:

from behave import given, when, then

@given('the user is on the Development Use Only settings page')
def step_impl(context):
    pass

@given('the user can see the Databases - Single User Record Edit Restriction setting')
def step_impl(context):
    pass

@when('the user adds a new setting for Kanban Sort Options')
def step_impl(context):
    pass

@when('specifies it as Location wise')
def step_impl(context):
    pass

@then('the Kanban Sort Options setting should appear under the Development Use Only section')
def step_impl(context):
    pass"
375,MCP setting for new Grouped Approval types,"Gherkin:

Feature: MCP Setting for Grouped Approvals

Scenario: Enable Grouped Approvals for Record File & Resource Publish

Given the user is on the MCP settings page
And the user navigates to the Development Use Only section
When the user enables the setting ""Approvals - Approvals List (V3) - Grouped Approvals - Record File & Resource Publish (development use only)""
Then the setting should be saved successfully
And the grouped approvals feature should be activated

Python:

from behave import given, when, then

@given('the user is on the MCP settings page')
def step_impl(context):
    pass

@given('the user navigates to the Development Use Only section')
def step_impl(context):
    pass

@when('the user enables the setting ""Approvals - Approvals List (V3) - Grouped Approvals - Record File & Resource Publish (development use only)""')
def step_impl(context):
    pass

@then('the setting should be saved successfully')
def step_impl(context):
    pass

@then('the grouped approvals feature should be activated')
def step_impl(context):
    pass"
156,"As a User, I want to set up Session Based Digest Email in My Account Alerts (Markup) for Comment Status Updates, Edited Comments, Deleted Comments, and New Revisions","Gherkin:

Feature: Session Based Digest Email Setup for Comment Alerts

Scenario: User sets up session-based digest for comment updates

Given the user is logged into their account
And the user navigates to My Account > Alerts (Markup)
When the user selects 'Session' from the Digest Frequency drop-down menu
And the user enables alerts for Comment status updates
And the user enables alerts for Edited Comments
Then the session-based digest email setup is saved successfully

Python:

from behave import given, when, then

@given('the user is logged into their account')
def step_impl(context):
    pass

@given('the user navigates to My Account > Alerts (Markup)')
def step_impl(context):
    pass

@when(""the user selects 'Session' from the Digest Frequency drop-down menu"")
def step_impl(context):
    pass

@when('the user enables alerts for Comment status updates')
def step_impl(context):
    pass

@when('the user enables alerts for Edited Comments')
def step_impl(context):
    pass

@then('the session-based digest email setup is saved successfully')
def step_impl(context):
    pass"
105,"As a User, I should not see the Page Category dropdown when viewing Pages if none of them are assigned to Category","Gherkin:

Feature: Page Category Visibility

Scenario: Hide Page Category dropdown when no pages are assigned to a category

Given the user is logged in
And the user has access to view pages
And none of the pages are assigned to any category
When the user views a page
Then the Page Category dropdown should not be visible
And only the list of pages should be visible in the Left Panel

Python:

from behave import given, when, then

@given('the user is logged in')
def step_impl(context):
    pass

@given('the user has access to view pages')
def step_impl(context):
    pass

@given('none of the pages are assigned to any category')
def step_impl(context):
    pass

@when('the user views a page')
def step_impl(context):
    pass

@then('the Page Category dropdown should not be visible')
def step_impl(context):
    pass

@then('only the list of pages should be visible in the Left Panel')
def step_impl(context):
    pass"
395,"PB - As a User, I want to configure permissions of sub-pages in Admin -> Group","Feature: Configure Permissions for Sub-Pages in Admin Group

Scenario: User configures and propagates permissions for sub-pages

Given the user is on the Admin Group Permissions page
And the user can see the parent page with its sub-pages
When the user selects a sub-page to configure permissions
And the user sets the desired permissions for the sub-page
And the user triggers permission propagation
Then the permissions should be updated for the sub-page
And the changes should propagate to all relevant sub-pages

Python:

from behave import given, when, then

@given('the user is on the Admin Group Permissions page')
def step_impl(context):
    pass

@given('the user can see the parent page with its sub-pages')
def step_impl(context):
    pass

@when('the user selects a sub-page to configure permissions')
def step_impl(context):
    pass

@when('the user sets the desired permissions for the sub-page')
def step_impl(context):
    pass

@when('the user triggers permission propagation')
def step_impl(context):
    pass

@then('the permissions should be updated for the sub-page')
def step_impl(context):
    pass

@then('the changes should propagate to all relevant sub-pages')
def step_impl(context):
    pass"
378,"PB - As a User, I want the status of  Resource added via Resource Lookup to be linked with Resource module - unsupported resource type scenario","Gherkin:

Feature: Resource Status Linking

Scenario: Unsupported Resource Type

Given a Resource is added via Resource Lookup
And the Resource type is unsupported
When the Resource is linked to the Resource module
Then an error message is displayed
And the Resource status is not linked

Python:

from behave import given, when, then

@given('a Resource is added via Resource Lookup')
def step_given_resource_added(context):
    context.resource_added = True

@given('the Resource type is unsupported')
def step_given_unsupported_resource_type(context):
    context.resource_type = 'unsupported'

@when('the Resource is linked to the Resource module')
def step_when_resource_linked(context):
    context.link_attempted = True

@then('an error message is displayed')
def step_then_error_message_displayed(context):
    assert context.link_attempted and context.resource_type == 'unsupported'

@then('the Resource status is not linked')
def step_then_resource_status_not_linked(context):
    assert not context.link_attempted or context.resource_type == 'unsupported'"
125,"As a config user, I want to see/enable a new Setting in Admin > Template for Workflows for Collaborators in Approvals [Resource Feedback]","Gherkin:

Feature: Manage Resource Feedback Workflow Templates

Scenario: Enable and display new setting for Resource Feedback Workflow Templates

Given the MCP setting is enabled
And I am on the Admin > Template page
When I view the Workflow Templates for Collaborators in Approvals
Then the new setting for Resource Feedback is displayed
And the setting can be enabled for existing and new templates

Python:

from behave import given, when, then

@given('the MCP setting is enabled')
def step_impl(context):
    # Code to ensure MCP setting is enabled
    pass

@given('I am on the Admin > Template page')
def step_impl(context):
    # Code to navigate to the Admin > Template page
    pass

@when('I view the Workflow Templates for Collaborators in Approvals')
def step_impl(context):
    # Code to view the Workflow Templates
    pass

@then('the new setting for Resource Feedback is displayed')
def step_impl(context):
    # Code to verify the new setting is displayed
    pass

@then('the setting can be enabled for existing and new templates')
def step_impl(context):
    # Code to enable the setting for templates
    pass"
69,"As a User, I want to update UI & logic around selecting Jobs in Info Preview panel for preview + closing them to return to Resource preview","Gherkin:

Feature: Update Job Selection in Info Preview Panel

Scenario: User selects and closes Job Preview

Given the user is on the Resource preview page
And a Job is selected in the Info Preview panel
When the user re-clicks the selected Job
Then the preview switches back to the Template
When the user clicks the close option for the Job preview
Then the Job preview is closed and the Resource preview is displayed

Python:

from behave import given, when, then

@given('the user is on the Resource preview page')
def step_given_user_on_resource_preview(context):
    pass

@given('a Job is selected in the Info Preview panel')
def step_given_job_selected(context):
    pass

@when('the user re-clicks the selected Job')
def step_when_user_reclicks_job(context):
    pass

@then('the preview switches back to the Template')
def step_then_preview_switches_to_template(context):
    pass

@when('the user clicks the close option for the Job preview')
def step_when_user_clicks_close_option(context):
    pass

@then('the Job preview is closed and the Resource preview is displayed')
def step_then_job_preview_closed(context):
    pass"
451,As a user I want to click 'Review Request' action in action dropdown in footer to open Bulk Approve Page (action redirect),"Gherkin:

Feature: Bulk Review Request Action

Scenario: Open Bulk Review Request Page

Given the user is on the homepage
And the action dropdown in the footer is visible
When the user clicks on the action dropdown
And the user selects 'Review Request'
Then the Bulk Review Request page should open

Python:

from behave import given, when, then

@given('the user is on the homepage')
def step_given_user_on_homepage(context):
    pass

@given('the action dropdown in the footer is visible')
def step_given_action_dropdown_visible(context):
    pass

@when('the user clicks on the action dropdown')
def step_when_user_clicks_action_dropdown(context):
    pass

@when('the user selects ""Review Request""')
def step_when_user_selects_review_request(context):
    pass

@then('the Bulk Review Request page should open')
def step_then_bulk_review_request_page_opens(context):
    pass"
