ID,User Story,Output
362,"Rename ""Simple"" Page to ""Smart"" Page","Gherkin:
Feature: Rename ""Simple"" Page to ""Smart"" Page

  Scenario: User sees ""Smart"" Page instead of ""Simple"" Page in the V2 Index List
    Given the user is on the V2 Index List page
    When the user adds a new page
    Then the page should be labeled as ""Smart"" Page

Python:
from behave import given, when, then

@given('the user is on the V2 Index List page')
def step_given_user_on_v2_index_list_page(context):
    pass

@when('the user adds a new page')
def step_when_user_adds_new_page(context):
    pass

@then('the page should be labeled as ""Smart"" Page')
def step_then_page_labeled_smart_page(context):
    pass"
74,"As a User, I want MCP Setting for Kanban Sort Options Updates","Gherkin:
Feature: MCP Setting for Kanban Sort Options Updates

  Scenario: User updates Kanban Sort Options under Development Use Only section
    Given the user is on the Development Use Only settings page
    When the user adds a new setting for Kanban Sort Options under Databases
    Then the Kanban Sort Options setting should be visible under the Databases section

Python:
from behave import given, when, then

@given('the user is on the Development Use Only settings page')
def step_given_user_on_dev_settings_page(context):
    # Code to navigate to the Development Use Only settings page
    pass

@when('the user adds a new setting for Kanban Sort Options under Databases')
def step_when_user_adds_kanban_sort_option(context):
    # Code to add a new setting for Kanban Sort Options
    pass

@then('the Kanban Sort Options setting should be visible under the Databases section')
def step_then_kanban_sort_option_visible(context):
    # Code to verify the Kanban Sort Options setting is visible
    pass"
375,MCP setting for new Grouped Approval types,"Gherkin:
Feature: MCP setting for new Grouped Approval types

  Scenario: Verify MCP setting for Grouped Approvals is listed under Development Use Only
    Given I am on the MCP settings page
    When I navigate to the Development Use Only section
    Then I should see the setting ""Approvals - Approvals List (V3) - Grouped Approvals - Record File & Resource Publish (development use only)""

Python:
from behave import given, when, then

@given('I am on the MCP settings page')
def step_given_on_mcp_settings_page(context):
    context.browser.get('http://example.com/mcp-settings')

@when('I navigate to the Development Use Only section')
def step_when_navigate_to_development_use_only(context):
    context.browser.find_element_by_id('development-use-only-section').click()

@then('I should see the setting ""Approvals - Approvals List (V3) - Grouped Approvals - Record File & Resource Publish (development use only)""')
def step_then_see_grouped_approvals_setting(context):
    setting_text = context.browser.find_element_by_id('grouped-approvals-setting').text
    assert setting_text == ""Approvals - Approvals List (V3) - Grouped Approvals - Record File & Resource Publish (development use only)"""
156,"As a User, I want to set up Session Based Digest Email in My Account Alerts (Markup) for Comment Status Updates, Edited Comments, Deleted Comments, and New Revisions","Gherkin:
Feature: Session Based Digest Email Setup

  Scenario: User sets up Session Based Digest Email for Comment Updates
    Given the user is on the My Account Alerts Markup page
    When the user selects 'Session' from the Digest Frequency drop-down menu
    And the user enables alerts for Comment status updates
    And the user enables alerts for Edited Comments
    Then the Session Based Digest Email is configured successfully

Python:
from behave import given, when, then

@given('the user is on the My Account Alerts Markup page')
def step_impl(context):
    # Code to navigate to the My Account Alerts Markup page
    pass

@when(""the user selects 'Session' from the Digest Frequency drop-down menu"")
def step_impl(context):
    # Code to select 'Session' from the Digest Frequency drop-down
    pass

@when('the user enables alerts for Comment status updates')
def step_impl(context):
    # Code to enable alerts for Comment status updates
    pass

@when('the user enables alerts for Edited Comments')
def step_impl(context):
    # Code to enable alerts for Edited Comments
    pass

@then('the Session Based Digest Email is configured successfully')
def step_impl(context):
    # Code to verify the Session Based Digest Email is configured
    pass"
105,"As a User, I should not see the Page Category dropdown when viewing Pages if none of them are assigned to Category","Gherkin:
Feature: Viewing Pages without Categories

  Scenario: User views Pages when none are assigned to a Category
    Given the user has access to view pages
    And none of the pages are assigned to any category
    When the user views the Pages
    Then the Page Category dropdown should not be visible
    And only Pages should be visible in the Left Panel

Python:
from behave import given, when, then

@given('the user has access to view pages')
def step_given_user_has_access_to_view_pages(context):
    # Code to ensure user has access to view pages
    pass

@given('none of the pages are assigned to any category')
def step_given_no_pages_assigned_to_category(context):
    # Code to ensure no pages are assigned to any category
    pass

@when('the user views the Pages')
def step_when_user_views_the_pages(context):
    # Code to simulate user viewing the pages
    pass

@then('the Page Category dropdown should not be visible')
def step_then_page_category_dropdown_not_visible(context):
    # Code to check that the Page Category dropdown is not visible
    pass

@then('only Pages should be visible in the Left Panel')
def step_then_only_pages_visible_in_left_panel(context):
    # Code to check that only pages are visible in the Left Panel
    pass"
395,"PB - As a User, I want to configure permissions of sub-pages in Admin -> Group","Gherkin:
Feature: Configure permissions of sub-pages in Admin -> Group

  Scenario: User configures permissions and triggers propagation for sub-pages
    Given the user is on the Admin Group Permission page
    And the user can see sub-pages under their parent pages
    When the user configures permissions for a sub-page
    And the user triggers propagation of permissions
    Then the permissions are applied to the sub-page
    And the permissions are propagated to all sub-pages

Python:
from behave import given, when, then

@given('the user is on the Admin Group Permission page')
def step_given_user_on_admin_group_permission_page(context):
    pass

@given('the user can see sub-pages under their parent pages')
def step_given_user_can_see_sub_pages(context):
    pass

@when('the user configures permissions for a sub-page')
def step_when_user_configures_permissions(context):
    pass

@when('the user triggers propagation of permissions')
def step_when_user_triggers_propagation(context):
    pass

@then('the permissions are applied to the sub-page')
def step_then_permissions_applied_to_sub_page(context):
    pass

@then('the permissions are propagated to all sub-pages')
def step_then_permissions_propagated_to_all_sub_pages(context):
    pass"
378,"PB - As a User, I want the status of  Resource added via Resource Lookup to be linked with Resource module - unsupported resource type scenario","Gherkin:
Feature: Link Resource Status with Resource Module

  Scenario: Link unsupported resource type status in Resource Lookup
    Given a user adds a resource via Resource Lookup
    When the resource type is unsupported
    Then the resource status should be linked as unsupported in the Resource module

Python:
from behave import given, when, then

@given('a user adds a resource via Resource Lookup')
def step_given_user_adds_resource(context):
    pass

@when('the resource type is unsupported')
def step_when_resource_type_unsupported(context):
    pass

@then('the resource status should be linked as unsupported in the Resource module')
def step_then_resource_status_linked(context):
    pass"
125,"As a config user, I want to see/enable a new Setting in Admin > Template for Workflows for Collaborators in Approvals [Resource Feedback]","Gherkin:
Feature: Enable new setting for Resource Feedback Workflow Templates

  Scenario: Config user enables MCP setting to display new setting for Resource Feedback
    Given the MCP setting is enabled
    When the config user navigates to Admin > Template for Workflows
    Then the new setting for Resource Feedback Workflow Templates is displayed

Python:
from behave import given, when, then

@given('the MCP setting is enabled')
def step_given_mcp_setting_enabled(context):
    context.mcp_setting = True

@when('the config user navigates to Admin > Template for Workflows')
def step_when_user_navigates_to_template(context):
    context.user_navigates_to_template = True

@then('the new setting for Resource Feedback Workflow Templates is displayed')
def step_then_new_setting_displayed(context):
    assert context.mcp_setting is True
    assert context.user_navigates_to_template is True
    context.new_setting_displayed = True"
69,"As a User, I want to update UI & logic around selecting Jobs in Info Preview panel for preview + closing them to return to Resource preview","Gherkin:
Feature: Update UI & logic for selecting and closing Job Previews

  Scenario: User selects and closes a Job Preview to return to Resource preview
    Given the user is on the Info Preview panel with a Job selected
    When the user re-clicks the selected Job
    Then the Preview switches back to the Template
    When the user closes the Job preview
    Then the Preview returns to the Resource preview

Python:
from behave import given, when, then

@given('the user is on the Info Preview panel with a Job selected')
def step_given_user_on_info_preview_with_job_selected(context):
    pass

@when('the user re-clicks the selected Job')
def step_when_user_reclicks_selected_job(context):
    pass

@then('the Preview switches back to the Template')
def step_then_preview_switches_back_to_template(context):
    pass

@when('the user closes the Job preview')
def step_when_user_closes_job_preview(context):
    pass

@then('the Preview returns to the Resource preview')
def step_then_preview_returns_to_resource_preview(context):
    pass"
451,As a user I want to click 'Review Request' action in action dropdown in footer to open Bulk Approve Page (action redirect),"Gherkin:
Feature: Bulk Review Request Action

  Scenario: User clicks 'Review Request' action to open Bulk Approve Page
    Given the user is on the page with the action dropdown in the footer
    When the user clicks the 'Review Request' action in the action dropdown
    Then the Bulk Review Request page should open

Python:
from behave import given, when, then

@given('the user is on the page with the action dropdown in the footer')
def step_given_user_on_page_with_action_dropdown(context):
    # Code to ensure the user is on the correct page
    pass

@when('the user clicks the \'Review Request\' action in the action dropdown')
def step_when_user_clicks_review_request_action(context):
    # Code to simulate clicking the 'Review Request' action
    pass

@then('the Bulk Review Request page should open')
def step_then_bulk_review_request_page_opens(context):
    # Code to verify the Bulk Review Request page is opened
    pass"
